tweet_id,timestamp,source,text,name,doggo,floofer,pupper,puppo,rating,tweet_of_day_of_week,tweet_month,tweet_year,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
889531135344209921,2017-07-24 17:02:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,stuart,none,none,none,puppo,1.3,Monday,July,2017,1881,13352,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,0.953442,True,labrador_retriever,0.0138341,True,labrador_retriever,0.00795775,True
889278841981685760,2017-07-24 00:19:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,oliver,none,none,none,none,1.3,Monday,July,2017,4443,22112,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,borzoi,0.0273507,True
888917238123831296,2017-07-23 00:22:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,jim,none,none,none,none,1.2,Sunday,July,2017,3760,25635,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,0.714719,True,tibetan_mastiff,0.1201839999999999,True,tibetan_mastiff,0.1055059999999999,True
888804989199671297,2017-07-22 16:56:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,zeke,none,none,none,none,1.3,Saturday,July,2017,3534,22465,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,labrador_retriever,0.184172,True,labrador_retriever,0.0734817,True
888554962724278272,2017-07-22 00:23:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,ralphus,none,none,none,none,1.3,Saturday,July,2017,2877,17314,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,siberian_husky,0.700377,True,eskimo_dog,0.166511,True,eskimo_dog,0.111411,True
888078434458587136,2017-07-20 16:49:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,gerald,none,none,none,none,1.2,Thursday,July,2017,2892,19151,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,french_bulldog,0.995026,True,pug,0.000931908,True,pug,0.000903211,True
887705289381826560,2017-07-19 16:06:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,jeffrey,none,none,none,none,1.3,Wednesday,July,2017,4533,26617,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,redbone,0.0262364,True
887517139158093824,2017-07-19 03:39:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,none,none,none,none,none,1.4,Wednesday,July,2017,9847,40718,,,,,,,,,,,
887473957103951883,2017-07-19 00:47:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,canela,none,none,none,none,1.3,Wednesday,July,2017,15020,60183,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,rhodesian_ridgeback,0.0389148,True
887343217045368832,2017-07-18 16:08:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,none,none,none,none,none,1.3,Tuesday,July,2017,8813,29588,,,,,,,,,,,
887101392804085760,2017-07-18 00:07:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,none,none,none,none,none,1.2,Tuesday,July,2017,4989,26985,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,samoyed,0.733942,True,eskimo_dog,0.0350295,True,eskimo_dog,0.0297047,True
886983233522544640,2017-07-17 16:17:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,maya,none,none,none,none,1.3,Monday,July,2017,6316,30382,,,,,,,,,,,
886736880519319552,2017-07-16 23:58:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",mingus,none,none,none,none,1.3,Sunday,July,2017,2629,10501,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,great_pyrenees,0.186136,True,great_pyrenees,0.0863463,True
886680336477933568,2017-07-16 20:14:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,derek,none,none,none,none,1.3,Sunday,July,2017,3734,19731,,,,,,,,,,,
886366144734445568,2017-07-15 23:25:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,roscoe,none,none,pupper,none,1.2,Saturday,July,2017,2629,18546,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french_bulldog,0.999201,True,chihuahua,0.000361178,True,chihuahua,7.55616e-05,True
886267009285017600,2017-07-15 16:51:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,none,none,none,none,none,1.2,Saturday,July,2017,4,105,,,,,,,,,,,
886258384151887873,2017-07-15 16:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,waffles,none,none,none,none,1.3,Saturday,July,2017,5285,24520,,,,,,,,,,,
886054160059072513,2017-07-15 02:45:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,none,none,none,none,none,1.2,Saturday,July,2017,93,0,,,,,,,,,,,
885984800019947520,2017-07-14 22:10:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,jimbo,none,none,none,none,1.2,Friday,July,2017,5611,28608,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,shih-tzu,0.00623915,True
885528943205470208,2017-07-13 15:58:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,maisey,none,none,none,none,1.3,Thursday,July,2017,5326,31590,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,labrador_retriever,0.265835,True,labrador_retriever,0.134697,True
885518971528720385,2017-07-13 15:19:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,none,none,none,none,none,1.4,Thursday,July,2017,3106,18001,,,,,,,,,,,
885311592912609280,2017-07-13 01:35:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,lilly,none,none,none,none,1.3,Thursday,July,2017,15429,0,,,,,,,,,,,
885167619883638784,2017-07-12 16:03:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,none,none,none,none,none,1.3,Wednesday,July,2017,3669,19252,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,siberian_husky,0.0557697,True
884925521741709313,2017-07-12 00:01:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",earl,none,none,none,none,1.2,Wednesday,July,2017,15022,67272,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,american_staffordshire_terrier,0.127725,True
884876753390489601,2017-07-11 20:47:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,lola,none,none,none,none,1.3,Tuesday,July,2017,4673,24382,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,norwich_terrier,0.106075,True,norwich_terrier,0.0373485,True
884562892145688576,2017-07-11 00:00:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,kevin,none,none,none,none,1.3,Tuesday,July,2017,3909,21320,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,french_bulldog,0.404291,True,french_bulldog,0.0440019,True
884441805382717440,2017-07-10 15:58:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",none,none,none,none,none,1.4,Monday,July,2017,4790,23858,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,pembroke,0.993225,True,cardigan,0.00321648,True,cardigan,0.00208089,True
884247878851493888,2017-07-10 03:08:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,none,none,none,none,none,1.3,Monday,July,2017,16918,63239,,,,,,,,,,,
884162670584377345,2017-07-09 21:29:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,yogi,doggo,none,none,none,1.2,Sunday,July,2017,2505,17941,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german_shepherd,0.707046,True,malinois,0.199396,True,malinois,0.0491476,True
883838122936631299,2017-07-09 00:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,noah,none,none,none,none,1.2,Sunday,July,2017,2861,19170,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,0.610946,True,miniature_pinscher,0.299603,True,miniature_pinscher,0.0630203,True
883482846933004288,2017-07-08 00:28:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",bella,none,none,none,none,0.5,Saturday,July,2017,8269,40207,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,labrador_retriever,0.00550072,True
883360690899218434,2017-07-07 16:22:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,grizzwald,none,floofer,none,none,1.3,Friday,July,2017,3077,19945,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,tibetan_mastiff,0.00709872,True,tibetan_mastiff,0.00214033,True
883117836046086144,2017-07-07 00:17:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",none,none,none,none,none,1.3,Friday,July,2017,5533,32508,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.949562,True,labrador_retriever,0.0459479,True,labrador_retriever,0.00247094,True
882992080364220416,2017-07-06 15:58:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,rusty,none,none,none,none,1.3,Thursday,July,2017,3245,20979,,,,,,,,,,,
882762694511734784,2017-07-06 00:46:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,gus,none,none,pupper,none,1.2,Thursday,July,2017,4094,24785,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,chesapeake_bay_retriever,0.0155793999999999,True
882627270321602560,2017-07-05 15:48:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,stanley,none,none,none,none,1.3,Wednesday,July,2017,5061,24599,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,0.542982,True,chihuahua,0.251988,True,chihuahua,0.107699,True
882268110199369728,2017-07-04 16:01:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,alfy,none,none,none,none,1.3,Tuesday,July,2017,9630,39193,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,labrador_retriever,0.0989848999999999,True,labrador_retriever,0.0171995,True
882045870035918850,2017-07-04 01:18:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",koko,none,none,none,none,1.3,Tuesday,July,2017,4080,25725,,,,,,,,,,,
881906580714921986,2017-07-03 16:04:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,rey,none,none,none,none,1.2,Monday,July,2017,2854,21442,,,,,,,,,,,
881666595344535552,2017-07-03 00:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,gary,none,none,none,none,1.3,Monday,July,2017,8956,44545,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,0.529012,True,afghan_hound,0.250003,True,afghan_hound,0.160739,True
881633300179243008,2017-07-02 21:58:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,none,none,none,none,none,1.7,Sunday,July,2017,8,113,,,,,,,,,,,
881536004380872706,2017-07-02 15:32:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",none,none,none,pupper,none,1.4,Sunday,July,2017,13399,43438,,,,,,,,,,,
881268444196462592,2017-07-01 21:49:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,elliot,none,none,none,none,1.2,Saturday,July,2017,4492,20477,,,,,,,,,,,
880935762899988482,2017-06-30 23:47:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,louis,none,none,none,none,1.3,Friday,June,2017,2333,15052,,,,,,,,,,,
880872448815771648,2017-06-30 19:35:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,none,none,none,none,none,1.2,Friday,June,2017,3199,18713,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,pembroke,0.791416,True,norwich_terrier,0.0613929,True,norwich_terrier,0.0337257,True
880465832366813184,2017-06-29 16:39:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,bella,none,none,none,none,1.2,Thursday,June,2017,5211,25031,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,labrador_retriever,0.00937082,True
880221127280381952,2017-06-29 00:27:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,jesse,none,none,none,none,1.2,Thursday,June,2017,3466,23668,,,,,,,,,,,
880095782870896641,2017-06-28 16:09:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,none,none,none,none,none,1.1,Wednesday,June,2017,3651,24333,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,rhodesian_ridgeback,0.106073,True
879862464715927552,2017-06-28 00:42:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,romeo,none,none,none,none,1.3,Wednesday,June,2017,2927,19700,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,beagle,0.00948502,True
